Tournament,Date,Series,Surface,Round,Player_1,Player_2,Winner,Rank_1,Rank_2,Winner_rank,Loser_rank
Open Banco Sabadell,2016-04-21,ATP500,Clay,3rd Round,Cuevas P.,Paire B.,Paire B.,25,22,22,25
Open Banco Sabadell,2016-04-21,ATP500,Clay,3rd Round,Kohlschreiber P.,Lopez F.,Kohlschreiber P.,27,23,27,23
Open Banco Sabadell,2016-04-22,ATP500,Clay,Quarterfinals,Nishikori K.,Dolgopolov O.,Nishikori K.,6,30,6,30
Open Banco Sabadell,2016-04-22,ATP500,Clay,Quarterfinals,Fognini F.,Nadal R.,Nadal R.,31,5,5,31
Open Banco Sabadell,2016-04-22,ATP500,Clay,Quarterfinals,Kohlschreiber P.,Kuznetsov An.,Kohlschreiber P.,27,47,27,47
Open Banco Sabadell,2016-04-23,ATP500,Clay,Semifinals,Paire B.,Nishikori K.,Nishikori K.,22,6,6,22
Open Banco Sabadell,2016-04-23,ATP500,Clay,Semifinals,Nadal R.,Kohlschreiber P.,Nadal R.,5,27,5,27
Open Banco Sabadell,2016-04-24,ATP500,Clay,The Final,Nishikori K.,Nadal R.,Nadal R.,6,5,5,6
BRD Nastase Tiriac Trophy,2016-04-22,ATP250,Clay,Quarterfinals,Garcia-Lopez G.,Pella G.,Garcia-Lopez G.,37,46,37,46
Millenium Estoril Open,2016-04-29,ATP250,Clay,Quarterfinals,Garcia-Lopez G.,Paire B.,Paire B.,47,21,21,47
Millenium Estoril Open,2016-04-29,ATP250,Clay,Quarterfinals,Carreno Busta P.,Simon G.,Carreno Busta P.,50,18,50,18
Millenium Estoril Open,2016-04-29,ATP250,Clay,Quarterfinals,Kyrgios N.,Coric B.,Kyrgios N.,20,40,20,40
Millenium Estoril Open,2016-04-30,ATP250,Clay,Semifinals,Paire B.,Carreno Busta P.,Carreno Busta P.,21,50,50,21
Istanbul Open,2016-04-30,ATP250,Clay,Semifinals,Dimitrov G.,Karlovic I.,Dimitrov G.,29,31,29,31
BMW Open,2016-04-29,ATP250,Clay,Quarterfinals,Zverev A.,Goffin D.,Zverev A.,49,13,49,13
BMW Open,2016-04-30,ATP250,Clay,Semifinals,Zverev A.,Thiem D.,Thiem D.,49,15,15,49
BMW Open,2016-04-30,ATP250,Clay,Semifinals,Kohlschreiber P.,Fognini F.,Kohlschreiber P.,27,30,27,30
BMW Open,2016-05-01,ATP250,Clay,The Final,Thiem D.,Kohlschreiber P.,Kohlschreiber P.,15,27,27,15
Mutua Madrid Open,2016-05-01,Masters 1000,Clay,1st Round,Johnson S.,Dolgopolov O.,Dolgopolov O.,32,29,29,32
Mutua Madrid Open,2016-05-02,Masters 1000,Clay,1st Round,Lopez F.,Mayer L.,Lopez F.,23,42,23,42
Mutua Madrid Open,2016-05-02,Masters 1000,Clay,1st Round,Baghdatis M.,Simon G.,Simon G.,38,18,18,38
Mutua Madrid Open,2016-05-02,Masters 1000,Clay,1st Round,Raonic M.,Bellucci T.,Raonic M.,10,36,10,36
Mutua Madrid Open,2016-05-02,Masters 1000,Clay,1st Round,Troicki V.,Kuznetsov An.,Kuznetsov An.,24,39,39,24
Mutua Madrid Open,2016-05-02,Masters 1000,Clay,1st Round,Sousa J.,Mahut N.,Sousa J.,35,49,35,49
Mutua Madrid Open,2016-05-03,Masters 1000,Clay,1st Round,Paire B.,Sock J.,Sock J.,20,26,26,20
Mutua Madrid Open,2016-05-03,Masters 1000,Clay,1st Round,Monfils G.,Anderson K.,Monfils G.,15,19,15,19
Mutua Madrid Open,2016-05-03,Masters 1000,Clay,1st Round,Pella G.,Kyrgios N.,Kyrgios N.,50,21,21,50
Mutua Madrid Open,2016-05-03,Masters 1000,Clay,1st Round,Kohlschreiber P.,Cuevas P.,Cuevas P.,25,27,27,25
Mutua Madrid Open,2016-05-03,Masters 1000,Clay,1st Round,Fognini F.,Tomic B.,Fognini F.,31,22,31,22
Mutua Madrid Open,2016-05-03,Masters 1000,Clay,1st Round,Dimitrov G.,Carreno Busta P.,Carreno Busta P.,28,46,46,28
Mutua Madrid Open,2016-05-03,Masters 1000,Clay,1st Round,Almagro N.,Coric B.,Coric B.,48,40,40,48
Mutua Madrid Open,2016-05-03,Masters 1000,Clay,2nd Round,Nadal R.,Kuznetsov An.,Nadal R.,5,39,5,39
Mutua Madrid Open,2016-05-03,Masters 1000,Clay,2nd Round,Dolgopolov O.,Raonic M.,Raonic M.,29,10,10,29
Mutua Madrid Open,2016-05-04,Masters 1000,Clay,2nd Round,Lopez F.,Bautista Agut R.,Bautista Agut R.,23,17,17,23
Mutua Madrid Open,2016-05-04,Masters 1000,Clay,2nd Round,Kyrgios N.,Wawrinka S.,Kyrgios N.,21,4,21,4
Mutua Madrid Open,2016-05-04,Masters 1000,Clay,2nd Round,Fognini F.,Nishikori K.,Nishikori K.,31,6,6,31
Mutua Madrid Open,2016-05-04,Masters 1000,Clay,2nd Round,Simon G.,Carreno Busta P.,Simon G.,18,46,18,46
Mutua Madrid Open,2016-05-04,Masters 1000,Clay,2nd Round,Coric B.,Djokovic N.,Djokovic N.,40,1,1,40
Mutua Madrid Open,2016-05-04,Masters 1000,Clay,2nd Round,Monfils G.,Cuevas P.,Cuevas P.,15,27,27,15
Mutua Madrid Open,2016-05-05,Masters 1000,Clay,3rd Round,Murray A.,Simon G.,Murray A.,2,18,2,18
Mutua Madrid Open,2016-05-05,Masters 1000,Clay,3rd Round,Gasquet R.,Nishikori K.,Nishikori K.,12,6,6,12
Mutua Madrid Open,2016-05-05,Masters 1000,Clay,3rd Round,Berdych T.,Ferrer D.,Berdych T.,8,9,8,9
Mutua Madrid Open,2016-05-05,Masters 1000,Clay,3rd Round,Bautista Agut R.,Djokovic N.,Djokovic N.,17,1,1,17
Mutua Madrid Open,2016-05-05,Masters 1000,Clay,3rd Round,Kyrgios N.,Cuevas P.,Kyrgios N.,21,27,21,27
Mutua Madrid Open,2016-05-05,Masters 1000,Clay,3rd Round,Sock J.,Sousa J.,Sousa J.,26,35,35,26
Mutua Madrid Open,2016-05-05,Masters 1000,Clay,3rd Round,Nadal R.,Querrey S.,Nadal R.,5,37,5,37
Mutua Madrid Open,2016-05-05,Masters 1000,Clay,3rd Round,Tsonga J.W.,Raonic M.,Raonic M.,7,10,10,7
Mutua Madrid Open,2016-05-06,Masters 1000,Clay,Quarterfinals,Murray A.,Berdych T.,Murray A.,2,8,2,8
Mutua Madrid Open,2016-05-06,Masters 1000,Clay,Quarterfinals,Kyrgios N.,Nishikori K.,Nishikori K.,21,6,6,21
Mutua Madrid Open,2016-05-06,Masters 1000,Clay,Quarterfinals,Nadal R.,Sousa J.,Nadal R.,5,35,5,35
Mutua Madrid Open,2016-05-06,Masters 1000,Clay,Quarterfinals,Raonic M.,Djokovic N.,Djokovic N.,10,1,1,10
Mutua Madrid Open,2016-05-07,Masters 1000,Clay,Semifinals,Murray A.,Nadal R.,Murray A.,2,5,2,5
Mutua Madrid Open,2016-05-07,Masters 1000,Clay,Semifinals,Nishikori K.,Djokovic N.,Djokovic N.,6,1,1,6
Mutua Madrid Open,2016-05-08,Masters 1000,Clay,The Final,Djokovic N.,Murray A.,Djokovic N.,1,2,1,2
Internazionali BNL d'Italia,2016-05-08,Masters 1000,Clay,1st Round,Lopez F.,Anderson K.,Anderson K.,23,19,19,23
Internazionali BNL d'Italia,2016-05-08,Masters 1000,Clay,1st Round,Mayer L.,Goffin D.,Goffin D.,49,13,13,49
Internazionali BNL d'Italia,2016-05-09,Masters 1000,Clay,1st Round,Pella G.,Sock J.,Sock J.,50,27,27,50
Internazionali BNL d'Italia,2016-05-09,Masters 1000,Clay,1st Round,Pospisil V.,Seppi A.,Seppi A.,46,42,42,46
Internazionali BNL d'Italia,2016-05-09,Masters 1000,Clay,1st Round,Dolgopolov O.,Thiem D.,Thiem D.,28,15,15,28
Internazionali BNL d'Italia,2016-05-09,Masters 1000,Clay,1st Round,Bellucci T.,Monfils G.,Bellucci T.,37,14,37,14
Internazionali BNL d'Italia,2016-05-09,Masters 1000,Clay,1st Round,Dimitrov G.,Zverev A.,Zverev A.,35,44,44,35
Internazionali BNL d'Italia,2016-05-10,Masters 1000,Clay,1st Round,Mahut N.,Cuevas P.,Mahut N.,48,25,48,25
Internazionali BNL d'Italia,2016-05-10,Masters 1000,Clay,2nd Round,Troicki V.,Nishikori K.,Nishikori K.,24,6,6,24
Internazionali BNL d'Italia,2016-05-10,Masters 1000,Clay,2nd Round,Goffin D.,Sock J.,Goffin D.,13,27,13,27
Internazionali BNL d'Italia,2016-05-10,Masters 1000,Clay,2nd Round,Paire B.,Wawrinka S.,Wawrinka S.,21,4,4,21
Internazionali BNL d'Italia,2016-05-11,Masters 1000,Clay,2nd Round,Federer R.,Zverev A.,Federer R.,2,44,2,44
Internazionali BNL d'Italia,2016-05-11,Masters 1000,Clay,2nd Round,Sousa J.,Thiem D.,Thiem D.,30,15,15,30
Internazionali BNL d'Italia,2016-05-11,Masters 1000,Clay,2nd Round,Bellucci T.,Mahut N.,Bellucci T.,37,48,37,48
Internazionali BNL d'Italia,2016-05-11,Masters 1000,Clay,2nd Round,Seppi A.,Gasquet R.,Gasquet R.,42,12,12,42
Internazionali BNL d'Italia,2016-05-11,Masters 1000,Clay,2nd Round,Chardy J.,Bautista Agut R.,Chardy J.,32,17,32,17
Internazionali BNL d'Italia,2016-05-11,Masters 1000,Clay,2nd Round,Raonic M.,Kyrgios N.,Kyrgios N.,10,20,20,10
Internazionali BNL d'Italia,2016-05-11,Masters 1000,Clay,2nd Round,Kohlschreiber P.,Nadal R.,Nadal R.,26,5,5,26
Internazionali BNL d'Italia,2016-05-12,Masters 1000,Clay,3rd Round,Thiem D.,Federer R.,Thiem D.,15,2,15,2
Internazionali BNL d'Italia,2016-05-12,Masters 1000,Clay,3rd Round,Gasquet R.,Nishikori K.,Nishikori K.,12,6,6,12
Internazionali BNL d'Italia,2016-05-12,Masters 1000,Clay,3rd Round,Kyrgios N.,Nadal R.,Nadal R.,20,5,5,20
Internazionali BNL d'Italia,2016-05-12,Masters 1000,Clay,3rd Round,Chardy J.,Murray A.,Murray A.,32,3,3,32
Internazionali BNL d'Italia,2016-05-12,Masters 1000,Clay,3rd Round,Goffin D.,Berdych T.,Goffin D.,13,8,13,8
Internazionali BNL d'Italia,2016-05-12,Masters 1000,Clay,3rd Round,Bellucci T.,Djokovic N.,Djokovic N.,37,1,1,37
Internazionali BNL d'Italia,2016-05-13,Masters 1000,Clay,Quarterfinals,Murray A.,Goffin D.,Murray A.,3,13,3,13
Internazionali BNL d'Italia,2016-05-13,Masters 1000,Clay,Quarterfinals,Nadal R.,Djokovic N.,Djokovic N.,5,1,1,5
Internazionali BNL d'Italia,2016-05-13,Masters 1000,Clay,Quarterfinals,Nishikori K.,Thiem D.,Nishikori K.,6,15,6,15
Internazionali BNL d'Italia,2016-05-14,Masters 1000,Clay,Semifinals,Djokovic N.,Nishikori K.,Djokovic N.,1,6,1,6
Internazionali BNL d'Italia,2016-05-15,Masters 1000,Clay,The Final,Djokovic N.,Murray A.,Murray A.,1,3,3,1
Geneva Open,2016-05-18,ATP250,Clay,2nd Round,Johnson S.,Kuznetsov An.,Kuznetsov An.,35,40,40,35
Geneva Open,2016-05-18,ATP250,Clay,2nd Round,Bellucci T.,Delbonis F.,Delbonis F.,39,33,33,39
Geneva Open,2016-05-19,ATP250,Clay,Quarterfinals,Delbonis F.,Cilic M.,Cilic M.,33,11,11,33
Geneva Open,2016-05-19,ATP250,Clay,Quarterfinals,Carreno Busta P.,Wawrinka S.,Wawrinka S.,43,4,4,43
Geneva Open,2016-05-20,ATP250,Clay,Semifinals,Ferrer D.,Cilic M.,Cilic M.,12,11,11,12
Geneva Open,2016-05-21,ATP250,Clay,The Final,Cilic M.,Wawrinka S.,Wawrinka S.,11,4,4,11
Open de Nice Côte d’Azur,2016-05-19,ATP250,Clay,Quarterfinals,Anderson K.,Sousa J.,Sousa J.,20,28,28,20
Open de Nice Côte d’Azur,2016-05-19,ATP250,Clay,Quarterfinals,Zverev A.,Simon G.,Zverev A.,48,18,48,18
Open de Nice Côte d’Azur,2016-05-19,ATP250,Clay,Quarterfinals,Thiem D.,Seppi A.,Thiem D.,15,41,15,41
Open de Nice Côte d’Azur,2016-05-20,ATP250,Clay,Semifinals,Sousa J.,Zverev A.,Zverev A.,28,48,48,28
Open de Nice Côte d’Azur,2016-05-21,ATP250,Clay,The Final,Zverev A.,Thiem D.,Thiem D.,48,15,15,48
French Open,2016-05-23,Grand Slam,Clay,1st Round,Troicki V.,Dimitrov G.,Troicki V.,24,36,24,36
French Open,2016-05-24,Grand Slam,Clay,1st Round,Pospisil V.,Berdych T.,Berdych T.,46,8,8,46
French Open,2016-05-24,Grand Slam,Clay,1st Round,Delbonis F.,Carreno Busta P.,Carreno Busta P.,35,43,43,35
French Open,2016-05-24,Grand Slam,Clay,1st Round,Baghdatis M.,Muller G.,Baghdatis M.,39,42,39,42
French Open,2016-05-24,Grand Slam,Clay,1st Round,Kohlschreiber P.,Almagro N.,Almagro N.,26,49,49,26
French Open,2016-05-24,Grand Slam,Clay,1st Round,Mahut N.,Berankis R.,Mahut N.,44,50,44,50
French Open,2016-05-25,Grand Slam,Clay,2nd Round,Kuznetsov An.,Nishikori K.,Nishikori K.,40,6,6,40
French Open,2016-05-25,Grand Slam,Clay,2nd Round,Simon G.,Pella G.,Simon G.,18,48,18,48
French Open,2016-05-26,Grand Slam,Clay,2nd Round,Tomic B.,Coric B.,Coric B.,22,47,47,22
French Open,2016-05-26,Grand Slam,Clay,2nd Round,Tsonga J.W.,Baghdatis M.,Tsonga J.W.,7,39,7,39
French Open,2016-05-27,Grand Slam,Clay,3rd Round,Karlovic I.,Murray A.,Murray A.,28,2,2,28
French Open,2016-05-27,Grand Slam,Clay,3rd Round,Kyrgios N.,Gasquet R.,Gasquet R.,19,12,12,19
French Open,2016-05-27,Grand Slam,Clay,3rd Round,Chardy J.,Wawrinka S.,Wawrinka S.,32,4,4,32
French Open,2016-05-27,Grand Slam,Clay,3rd Round,Troicki V.,Simon G.,Troicki V.,24,18,24,18
French Open,2016-05-28,Grand Slam,Clay,3rd Round,Zverev A.,Thiem D.,Thiem D.,41,15,15,41
French Open,2016-05-28,Grand Slam,Clay,3rd Round,Ferrer D.,Lopez F.,Ferrer D.,11,23,11,23
French Open,2016-05-28,Grand Slam,Clay,3rd Round,Almagro N.,Goffin D.,Goffin D.,49,13,13,49
French Open,2016-05-28,Grand Slam,Clay,3rd Round,Berdych T.,Cuevas P.,Berdych T.,8,27,8,27
French Open,2016-05-28,Grand Slam,Clay,3rd Round,Coric B.,Bautista Agut R.,Bautista Agut R.,47,16,16,47
French Open,2016-05-29,Grand Slam,Clay,4th Round,Wawrinka S.,Troicki V.,Wawrinka S.,4,24,4,24
French Open,2016-05-29,Grand Slam,Clay,4th Round,Isner J.,Murray A.,Murray A.,17,2,2,17
French Open,2016-05-29,Grand Slam,Clay,4th Round,Gasquet R.,Nishikori K.,Gasquet R.,12,6,12,6
French Open,2016-06-01,Grand Slam,Clay,4th Round,Bautista Agut R.,Djokovic N.,Djokovic N.,16,1,1,16
French Open,2016-06-01,Grand Slam,Clay,4th Round,Ferrer D.,Berdych T.,Berdych T.,11,8,8,11
French Open,2016-06-01,Grand Slam,Clay,Quarterfinals,Gasquet R.,Murray A.,Murray A.,12,2,2,12
French Open,2016-06-02,Grand Slam,Clay,Quarterfinals,Goffin D.,Thiem D.,Thiem D.,13,15,15,13
French Open,2016-06-02,Grand Slam,Clay,Quarterfinals,Djokovic N.,Berdych T.,Djokovic N.,1,8,1,8
French Open,2016-06-03,Grand Slam,Clay,Semifinals,Thiem D.,Djokovic N.,Djokovic N.,15,1,1,15
French Open,2016-06-03,Grand Slam,Clay,Semifinals,Murray A.,Wawrinka S.,Murray A.,2,4,2,4
French Open,2016-06-05,Grand Slam,Clay,The Final,Murray A.,Djokovic N.,Djokovic N.,2,1,1,2
Topshelf Open,2016-06-10,ATP250,Grass,Quarterfinals,Ferrer D.,Muller G.,Muller G.,14,44,44,14
Topshelf Open,2016-06-10,ATP250,Grass,Quarterfinals,Tomic B.,Mahut N.,Mahut N.,23,49,49,23
Topshelf Open,2016-06-11,ATP250,Grass,Semifinals,Muller G.,Karlovic I.,Muller G.,44,28,44,28
Topshelf Open,2016-06-11,ATP250,Grass,Semifinals,Querrey S.,Mahut N.,Mahut N.,37,49,49,37
Topshelf Open,2016-06-12,ATP250,Grass,The Final,Mahut N.,Muller G.,Mahut N.,49,44,49,44
Mercedes Cup,2016-06-11,ATP250,Grass,Semifinals,Federer R.,Thiem D.,Thiem D.,3,7,7,3
Mercedes Cup,2016-06-12,ATP250,Grass,The Final,Kohlschreiber P.,Thiem D.,Thiem D.,26,7,7,26
Gerry Weber Open,2016-06-13,ATP500,Grass,1st Round,Nishikori K.,Pouille L.,Nishikori K.,6,29,6,29
Gerry Weber Open,2016-06-13,ATP500,Grass,1st Round,Goffin D.,Coric B.,Goffin D.,11,49,11,49
Gerry Weber Open,2016-06-13,ATP500,Grass,1st Round,Seppi A.,Ferrer D.,Seppi A.,40,14,40,14
Gerry Weber Open,2016-06-14,ATP500,Grass,1st Round,Zverev A.,Troicki V.,Zverev A.,38,24,38,24
Gerry Weber Open,2016-06-14,ATP500,Grass,1st Round,Kuznetsov An.,Karlovic I.,Karlovic I.,43,28,28,43
Gerry Weber Open,2016-06-14,ATP500,Grass,1st Round,Baghdatis M.,Berdych T.,Baghdatis M.,42,8,42,8
Gerry Weber Open,2016-06-15,ATP500,Grass,1st Round,Kohlschreiber P.,Granollers M.,Kohlschreiber P.,25,45,25,45
Gerry Weber Open,2016-06-15,ATP500,Grass,1st Round,Sousa J.,Thiem D.,Thiem D.,30,7,7,30
Gerry Weber Open,2016-06-16,ATP500,Grass,2nd Round,Kohlschreiber P.,Karlovic I.,Kohlschreiber P.,25,28,25,28
Gerry Weber Open,2016-06-17,ATP500,Grass,Quarterfinals,Baghdatis M.,Zverev A.,Zverev A.,42,38,38,42
Gerry Weber Open,2016-06-17,ATP500,Grass,Quarterfinals,Federer R.,Goffin D.,Federer R.,3,11,3,11
Gerry Weber Open,2016-06-18,ATP500,Grass,Semifinals,Zverev A.,Federer R.,Zverev A.,38,3,38,3
AEGON Championships,2016-06-13,ATP500,Grass,1st Round,Gasquet R.,Johnson S.,Johnson S.,10,39,39,10
AEGON Championships,2016-06-14,ATP500,Grass,1st Round,Querrey S.,Bautista Agut R.,Bautista Agut R.,32,16,16,32
AEGON Championships,2016-06-14,ATP500,Grass,1st Round,Lopez F.,Cilic M.,Cilic M.,21,13,13,21
AEGON Championships,2016-06-14,ATP500,Grass,1st Round,Tomic B.,Anderson K.,Tomic B.,22,20,22,20
AEGON Championships,2016-06-15,ATP500,Grass,1st Round,Kyrgios N.,Raonic M.,Raonic M.,19,9,9,19
AEGON Championships,2016-06-16,ATP500,Grass,2nd Round,Isner J.,Muller G.,Muller G.,17,41,41,17
AEGON Championships,2016-06-17,ATP500,Grass,Quarterfinals,Cilic M.,Johnson S.,Cilic M.,13,39,13,39
AEGON Championships,2016-06-17,ATP500,Grass,Quarterfinals,Raonic M.,Bautista Agut R.,Raonic M.,9,16,9,16
AEGON Championships,2016-06-17,ATP500,Grass,Quarterfinals,Muller G.,Tomic B.,Tomic B.,41,22,22,41
AEGON Championships,2016-06-18,ATP500,Grass,Semifinals,Murray A.,Cilic M.,Murray A.,2,13,2,13
AEGON Championships,2016-06-18,ATP500,Grass,Semifinals,Tomic B.,Raonic M.,Raonic M.,22,9,9,22
AEGON Championships,2016-06-19,ATP500,Grass,The Final,Murray A.,Raonic M.,Murray A.,2,9,2,9
AEGON Open,2016-06-22,ATP500,Grass,3rd Round,Baghdatis M.,Querrey S.,Baghdatis M.,40,33,40,33
AEGON Open,2016-06-22,ATP500,Grass,3rd Round,Johnson S.,Pospisil V.,Johnson S.,38,44,38,44
AEGON Open,2016-06-23,ATP500,Grass,Quarterfinals,Dolgopolov O.,Muller G.,Muller G.,32,41,41,32
AEGON Open,2016-06-23,ATP500,Grass,Quarterfinals,Cuevas P.,Baghdatis M.,Cuevas P.,25,40,25,40
AEGON Open,2016-06-24,ATP500,Grass,Quarterfinals,Johnson S.,Anderson K.,Johnson S.,38,24,38,24
AEGON Open,2016-06-24,ATP500,Grass,Semifinals,Muller G.,Cuevas P.,Cuevas P.,41,25,25,41
AEGON Open,2016-06-25,ATP500,Grass,The Final,Cuevas P.,Johnson S.,Johnson S.,25,38,38,25
Wimbledon,2016-06-27,Grand Slam,Grass,1st Round,Karlovic I.,Coric B.,Karlovic I.,32,50,32,50
Wimbledon,2016-06-27,Grand Slam,Grass,1st Round,Carreno Busta P.,Raonic M.,Raonic M.,46,7,7,46
Wimbledon,2016-06-27,Grand Slam,Grass,1st Round,Chardy J.,Monfils G.,Chardy J.,34,16,34,16
Wimbledon,2016-06-27,Grand Slam,Grass,1st Round,Cuevas P.,Kuznetsov An.,Kuznetsov An.,24,42,42,24
Wimbledon,2016-06-28,Grand Slam,Grass,1st Round,Ramos-Vinolas A.,Pospisil V.,Ramos-Vinolas A.,36,44,36,44
Wimbledon,2016-06-30,Grand Slam,Grass,1st Round,Delbonis F.,Fognini F.,Fognini F.,38,35,35,38
Wimbledon,2016-06-30,Grand Slam,Grass,1st Round,Isner J.,Baghdatis M.,Isner J.,17,40,17,40
Wimbledon,2016-06-30,Grand Slam,Grass,2nd Round,Chardy J.,Johnson S.,Johnson S.,34,29,29,34
Wimbledon,2016-06-30,Grand Slam,Grass,2nd Round,Kuznetsov An.,Muller G.,Kuznetsov An.,42,39,42,39
Wimbledon,2016-06-30,Grand Slam,Grass,2nd Round,Seppi A.,Raonic M.,Raonic M.,45,7,7,45
Wimbledon,2016-06-30,Grand Slam,Grass,2nd Round,Simon G.,Dimitrov G.,Dimitrov G.,20,37,37,20
Wimbledon,2016-06-30,Grand Slam,Grass,2nd Round,Troicki V.,Ramos-Vinolas A.,Ramos-Vinolas A.,27,36,36,27
Wimbledon,2016-07-01,Grand Slam,Grass,2nd Round,Lopez F.,Fognini F.,Lopez F.,21,35,21,35
Wimbledon,2016-07-02,Grand Slam,Grass,3rd Round,Johnson S.,Dimitrov G.,Johnson S.,29,37,29,37
Wimbledon,2016-07-02,Grand Slam,Grass,3rd Round,Kuznetsov An.,Nishikori K.,Nishikori K.,42,6,6,42
Wimbledon,2016-07-02,Grand Slam,Grass,3rd Round,Djokovic N.,Querrey S.,Querrey S.,1,41,41,1
Wimbledon,2016-07-02,Grand Slam,Grass,3rd Round,Tomic B.,Bautista Agut R.,Tomic B.,19,15,19,15
Wimbledon,2016-07-02,Grand Slam,Grass,3rd Round,Raonic M.,Sock J.,Raonic M.,7,26,7,26
Wimbledon,2016-07-03,Grand Slam,Grass,3rd Round,Isner J.,Tsonga J.W.,Tsonga J.W.,17,12,12,17
Wimbledon,2016-07-03,Grand Slam,Grass,3rd Round,Ramos-Vinolas A.,Gasquet R.,Gasquet R.,36,10,10,36
Wimbledon,2016-07-03,Grand Slam,Grass,3rd Round,Kyrgios N.,Lopez F.,Kyrgios N.,18,21,18,21
Wimbledon,2016-07-03,Grand Slam,Grass,3rd Round,Zverev A.,Berdych T.,Berdych T.,28,9,9,28
Wimbledon,2016-07-04,Grand Slam,Grass,4th Round,Johnson S.,Federer R.,Federer R.,29,3,3,29
Wimbledon,2016-07-04,Grand Slam,Grass,4th Round,Goffin D.,Raonic M.,Raonic M.,11,7,7,11
Wimbledon,2016-07-04,Grand Slam,Grass,4th Round,Pouille L.,Tomic B.,Pouille L.,30,19,30,19
Wimbledon,2016-07-04,Grand Slam,Grass,4th Round,Kyrgios N.,Murray A.,Murray A.,18,2,2,18
Wimbledon,2016-07-06,Grand Slam,Grass,Quarterfinals,Cilic M.,Federer R.,Federer R.,13,3,3,13
Wimbledon,2016-07-06,Grand Slam,Grass,Quarterfinals,Raonic M.,Querrey S.,Raonic M.,7,41,7,41
Wimbledon,2016-07-06,Grand Slam,Grass,Quarterfinals,Pouille L.,Berdych T.,Berdych T.,30,9,9,30
Wimbledon,2016-07-06,Grand Slam,Grass,Quarterfinals,Murray A.,Tsonga J.W.,Murray A.,2,12,2,12
Wimbledon,2016-07-08,Grand Slam,Grass,Semifinals,Federer R.,Raonic M.,Raonic M.,3,7,7,3
Wimbledon,2016-07-08,Grand Slam,Grass,Semifinals,Murray A.,Berdych T.,Murray A.,2,9,2,9
Wimbledon,2016-07-10,Grand Slam,Grass,The Final,Raonic M.,Murray A.,Murray A.,7,2,2,7
SkiStar Swedish Open,2016-07-16,ATP250,Clay,Semifinals,Ramos-Vinolas A.,Ferrer D.,Ramos-Vinolas A.,35,13,35,13
German Tennis Championships,2016-07-17,ATP500,Clay,The Final,Klizan M.,Cuevas P.,Klizan M.,47,24,47,24
Hall of Fame Championships,2016-07-16,ATP250,Grass,Semifinals,Karlovic I.,Baghdatis M.,Karlovic I.,38,43,38,43
Hall of Fame Championships,2016-07-17,ATP250,Grass,The Final,Muller G.,Karlovic I.,Karlovic I.,39,38,38,39
Citi Open,2016-07-21,ATP500,Hard,3rd Round,Karlovic I.,Tomic B.,Karlovic I.,35,19,35,19
Citi Open,2016-07-21,ATP500,Hard,3rd Round,Isner J.,Baghdatis M.,Isner J.,16,41,16,41
Citi Open,2016-07-22,ATP500,Hard,3rd Round,Dolgopolov O.,Querrey S.,Querrey S.,37,29,29,37
Citi Open,2016-07-22,ATP500,Hard,3rd Round,Paire B.,Muller G.,Paire B.,24,36,24,36
Citi Open,2016-07-22,ATP500,Hard,Quarterfinals,Sock J.,Karlovic I.,Karlovic I.,26,35,35,26
Citi Open,2016-07-22,ATP500,Hard,Quarterfinals,Johnson S.,Isner J.,Johnson S.,25,16,25,16
Citi Open,2016-07-23,ATP500,Hard,Quarterfinals,Querrey S.,Monfils G.,Monfils G.,29,17,17,29
Citi Open,2016-07-23,ATP500,Hard,Quarterfinals,Zverev A.,Paire B.,Zverev A.,27,24,27,24
Citi Open,2016-07-23,ATP500,Hard,Semifinals,Johnson S.,Karlovic I.,Karlovic I.,25,35,35,25
Citi Open,2016-07-24,ATP500,Hard,Semifinals,Monfils G.,Zverev A.,Monfils G.,17,27,17,27
Citi Open,2016-07-24,ATP500,Hard,The Final,Karlovic I.,Monfils G.,Monfils G.,35,17,17,35
Rogers Masters,2016-07-25,Masters 1000,Hard,1st Round,Anderson K.,Troicki V.,Anderson K.,34,35,34,35
Rogers Masters,2016-07-26,Masters 1000,Hard,1st Round,Monfils G.,Sousa J.,Monfils G.,14,36,14,36
Rogers Masters,2016-07-26,Masters 1000,Hard,1st Round,Fognini F.,Johnson S.,Fognini F.,33,21,33,21
Rogers Masters,2016-07-27,Masters 1000,Hard,2nd Round,Muller G.,Djokovic N.,Djokovic N.,37,1,1,37
Rogers Masters,2016-07-27,Masters 1000,Hard,2nd Round,Cilic M.,Karlovic I.,Karlovic I.,12,27,27,12
Rogers Masters,2016-07-28,Masters 1000,Hard,3rd Round,Tomic B.,Anderson K.,Anderson K.,22,34,34,22
Rogers Masters,2016-07-28,Masters 1000,Hard,3rd Round,Wawrinka S.,Sock J.,Wawrinka S.,5,26,5,26
Rogers Masters,2016-07-28,Masters 1000,Hard,3rd Round,Goffin D.,Monfils G.,Monfils G.,11,14,14,11
Rogers Masters,2016-07-28,Masters 1000,Hard,3rd Round,Dimitrov G.,Karlovic I.,Dimitrov G.,40,27,40,27
Rogers Masters,2016-07-29,Masters 1000,Hard,Quarterfinals,Wawrinka S.,Anderson K.,Wawrinka S.,5,34,5,34
Rogers Masters,2016-07-29,Masters 1000,Hard,Quarterfinals,Dimitrov G.,Nishikori K.,Nishikori K.,40,6,6,40
