Tournament,Date,Series,Surface,Round,Player_1,Player_2,Winner,Rank_1,Rank_2,Winner_rank,Loser_rank
European Open,2024-07-18,ATP250,Clay,2nd Round,Zhang Zh.,Cobolli F.,Zhang Zh.,34,48,34,48
European Open,2024-07-19,ATP250,Clay,Quarterfinals,Darderi L.,Baez S.,Baez S.,35,19,19,35
European Open,2024-07-19,ATP250,Clay,Quarterfinals,Martinez P.,Cerundolo F.,Martinez P.,49,33,49,33
European Open,2024-07-19,ATP250,Clay,Quarterfinals,Zhang Zh.,Zverev A.,Zverev A.,34,4,4,34
European Open,2024-07-20,ATP250,Clay,Semifinals,Fils A.,Baez S.,Fils A.,28,19,28,19
European Open,2024-07-20,ATP250,Clay,Semifinals,Martinez P.,Zverev A.,Zverev A.,49,4,4,49
European Open,2024-07-21,ATP250,Clay,The Final,Fils A.,Zverev A.,Fils A.,28,4,28,4
Atlanta Open,2024-07-26,ATP250,Hard,Quarterfinals,Davidovich Fokina A.,Thompson J.,Thompson J.,43,41,41,43
Generali Open,2024-07-24,ATP250,Clay,2nd Round,Berrettini M.,Tabilo A.,Berrettini M.,50,21,50,21
Croatia Open,2024-07-22,ATP250,Clay,1st Round,Cobolli F.,Navone M.,Cobolli F.,48,36,48,36
Croatia Open,2024-07-25,ATP250,Clay,Quarterfinals,Rublev A.,Marozsan F.,Rublev A.,9,49,9,49
Croatia Open,2024-07-26,ATP250,Clay,Semifinals,Cerundolo F.,Rublev A.,Cerundolo F.,37,9,37,9
Croatia Open,2024-07-27,ATP250,Clay,The Final,Cerundolo F.,Musetti L.,Cerundolo F.,37,17,37,17
Citi Open,2024-08-01,ATP500,Hard,3rd Round,Cobolli F.,Davidovich Fokina A.,Cobolli F.,48,44,48,44
Citi Open,2024-08-01,ATP500,Hard,3rd Round,Thompson J.,Mpetshi G.,Thompson J.,33,49,33,49
Citi Open,2024-08-02,ATP500,Hard,Quarterfinals,Thompson J.,Korda S.,Korda S.,33,22,22,33
Citi Open,2024-08-03,ATP500,Hard,Quarterfinals,Tiafoe F.,Rublev A.,Tiafoe F.,29,8,29,8
Citi Open,2024-08-04,ATP500,Hard,Semifinals,Shelton B.,Cobolli F.,Cobolli F.,14,48,48,14
Citi Open,2024-08-04,ATP500,Hard,Semifinals,Korda S.,Tiafoe F.,Korda S.,22,29,22,29
Citi Open,2024-08-05,ATP500,Hard,The Final,Cobolli F.,Korda S.,Korda S.,48,22,22,48
Canadian Open,2024-08-06,Masters 1000,Hard,1st Round,Etcheverry T.,Jarry N.,Etcheverry T.,38,24,38,24
Canadian Open,2024-08-06,Masters 1000,Hard,1st Round,Kecmanovic M.,Borges N.,Borges N.,50,43,43,50
Canadian Open,2024-08-07,Masters 1000,Hard,1st Round,Tiafoe F.,Tabilo A.,Tabilo A.,27,21,21,27
Canadian Open,2024-08-07,Masters 1000,Hard,1st Round,Thompson J.,Draper J.,Thompson J.,30,28,30,28
Canadian Open,2024-08-07,Masters 1000,Hard,1st Round,Darderi L.,Paul T.,Paul T.,32,12,12,32
Canadian Open,2024-08-07,Masters 1000,Hard,1st Round,Shelton B.,Bublik A.,Shelton B.,14,25,14,25
Canadian Open,2024-08-07,Masters 1000,Hard,1st Round,Humbert U.,Fils A.,Humbert U.,15,23,15,23
Canadian Open,2024-08-07,Masters 1000,Hard,1st Round,Navone M.,Fritz T.,Fritz T.,36,13,13,36
Canadian Open,2024-08-08,Masters 1000,Hard,1st Round,Auger-Aliassime F.,Cobolli F.,Cobolli F.,19,33,33,19
Canadian Open,2024-08-08,Masters 1000,Hard,2nd Round,Humbert U.,Borges N.,Borges N.,15,43,43,15
Canadian Open,2024-08-08,Masters 1000,Hard,2nd Round,Davidovich Fokina A.,Medvedev D.,Davidovich Fokina A.,42,5,42,5
Canadian Open,2024-08-08,Masters 1000,Hard,2nd Round,Etcheverry T.,Rublev A.,Rublev A.,38,8,8,38
Canadian Open,2024-08-08,Masters 1000,Hard,2nd Round,Zverev A.,Thompson J.,Zverev A.,4,30,4,30
Canadian Open,2024-08-08,Masters 1000,Hard,2nd Round,Arnaldi M.,Khachanov K.,Arnaldi M.,46,22,46,22
Canadian Open,2024-08-10,Masters 1000,Hard,2nd Round,Korda S.,Fritz T.,Korda S.,18,13,18,13
Canadian Open,2024-08-10,Masters 1000,Hard,3rd Round,Sinner J.,Tabilo A.,Sinner J.,1,21,1,21
Canadian Open,2024-08-10,Masters 1000,Hard,3rd Round,Rune H.,Zverev A.,Zverev A.,17,4,4,17
Canadian Open,2024-08-11,Masters 1000,Hard,Quarterfinals,Sinner J.,Rublev A.,Rublev A.,1,8,8,1
Canadian Open,2024-08-11,Masters 1000,Hard,Quarterfinals,Korda S.,Zverev A.,Korda S.,18,4,18,4
Canadian Open,2024-08-11,Masters 1000,Hard,Semifinals,Arnaldi M.,Rublev A.,Rublev A.,46,8,8,46
Western & Southern Financial Group Masters,2024-08-12,Masters 1000,Hard,1st Round,Cobolli F.,Paul T.,Cobolli F.,31,13,31,13
Western & Southern Financial Group Masters,2024-08-13,Masters 1000,Hard,1st Round,Cerundolo F.,Khachanov K.,Khachanov K.,29,22,22,29
Western & Southern Financial Group Masters,2024-08-13,Masters 1000,Hard,1st Round,Zhang Zh.,Mpetshi G.,Zhang Zh.,44,48,44,48
Western & Southern Financial Group Masters,2024-08-13,Masters 1000,Hard,1st Round,Tabilo A.,Darderi L.,Darderi L.,21,34,34,21
Western & Southern Financial Group Masters,2024-08-13,Masters 1000,Hard,1st Round,Baez S.,Giron M.,Baez S.,20,45,20,45
Western & Southern Financial Group Masters,2024-08-13,Masters 1000,Hard,1st Round,Lehecka J.,Navone M.,Lehecka J.,35,38,35,38
Western & Southern Financial Group Masters,2024-08-13,Masters 1000,Hard,1st Round,Thompson J.,Humbert U.,Thompson J.,32,17,32,17
Western & Southern Financial Group Masters,2024-08-13,Masters 1000,Hard,1st Round,Musetti L.,Jarry N.,Musetti L.,18,25,18,25
Western & Southern Financial Group Masters,2024-08-14,Masters 1000,Hard,1st Round,Nakashima B.,Fritz T.,Nakashima B.,49,12,49,12
Western & Southern Financial Group Masters,2024-08-14,Masters 1000,Hard,1st Round,Borges N.,Mannarino A.,Borges N.,39,33,39,33
Western & Southern Financial Group Masters,2024-08-14,Masters 1000,Hard,1st Round,Struff J.L.,Tsitsipas S.,Tsitsipas S.,36,11,11,36
Western & Southern Financial Group Masters,2024-08-14,Masters 1000,Hard,1st Round,Rune H.,Berrettini M.,Rune H.,16,42,16,42
Western & Southern Financial Group Masters,2024-08-14,Masters 1000,Hard,1st Round,Popyrin A.,Monfils G.,Monfils G.,23,46,46,23
Western & Southern Financial Group Masters,2024-08-14,Masters 1000,Hard,1st Round,Arnaldi M.,Etcheverry T.,Etcheverry T.,30,37,37,30
Western & Southern Financial Group Masters,2024-08-15,Masters 1000,Hard,2nd Round,Musetti L.,Tiafoe F.,Tiafoe F.,18,27,27,18
Western & Southern Financial Group Masters,2024-08-15,Masters 1000,Hard,2nd Round,Thompson J.,Baez S.,Thompson J.,32,20,32,20
Western & Southern Financial Group Masters,2024-08-15,Masters 1000,Hard,2nd Round,Medvedev D.,Lehecka J.,Lehecka J.,5,35,35,5
Western & Southern Financial Group Masters,2024-08-15,Masters 1000,Hard,2nd Round,Khachanov K.,Zverev A.,Zverev A.,22,4,4,22
Western & Southern Financial Group Masters,2024-08-15,Masters 1000,Hard,2nd Round,Dimitrov G.,Marozsan F.,Marozsan F.,9,50,50,9
Western & Southern Financial Group Masters,2024-08-15,Masters 1000,Hard,2nd Round,Rublev A.,Zhang Zh.,Rublev A.,6,44,6,44
Western & Southern Financial Group Masters,2024-08-15,Masters 1000,Hard,2nd Round,Fils A.,Nakashima B.,Nakashima B.,24,49,49,24
Western & Southern Financial Group Masters,2024-08-15,Masters 1000,Hard,2nd Round,Shelton B.,Etcheverry T.,Shelton B.,14,37,14,37
Western & Southern Financial Group Masters,2024-08-15,Masters 1000,Hard,2nd Round,Tsitsipas S.,Draper J.,Draper J.,11,28,28,11
Western & Southern Financial Group Masters,2024-08-15,Masters 1000,Hard,2nd Round,Rune H.,Borges N.,Rune H.,16,39,16,39
Western & Southern Financial Group Masters,2024-08-16,Masters 1000,Hard,2nd Round,Alcaraz C.,Monfils G.,Monfils G.,3,46,46,3
Western & Southern Financial Group Masters,2024-08-16,Masters 1000,Hard,2nd Round,Auger-Aliassime F.,Ruud C.,Auger-Aliassime F.,19,8,19,8
Western & Southern Financial Group Masters,2024-08-16,Masters 1000,Hard,3rd Round,Rublev A.,Nakashima B.,Rublev A.,6,49,6,49
Western & Southern Financial Group Masters,2024-08-16,Masters 1000,Hard,3rd Round,Marozsan F.,Shelton B.,Shelton B.,50,14,14,50
Western & Southern Financial Group Masters,2024-08-16,Masters 1000,Hard,3rd Round,Hurkacz H.,Cobolli F.,Hurkacz H.,7,31,7,31
Western & Southern Financial Group Masters,2024-08-16,Masters 1000,Hard,3rd Round,Monfils G.,Rune H.,Rune H.,46,16,16,46
Western & Southern Financial Group Masters,2024-08-17,Masters 1000,Hard,3rd Round,Draper J.,Auger-Aliassime F.,Draper J.,28,19,28,19
Western & Southern Financial Group Masters,2024-08-17,Masters 1000,Hard,3rd Round,Lehecka J.,Tiafoe F.,Tiafoe F.,35,27,27,35
Western & Southern Financial Group Masters,2024-08-17,Masters 1000,Hard,Quarterfinals,Sinner J.,Rublev A.,Sinner J.,1,6,1,6
Western & Southern Financial Group Masters,2024-08-17,Masters 1000,Hard,Quarterfinals,Shelton B.,Zverev A.,Zverev A.,14,4,4,14
Western & Southern Financial Group Masters,2024-08-18,Masters 1000,Hard,Quarterfinals,Rune H.,Draper J.,Rune H.,16,28,16,28
Western & Southern Financial Group Masters,2024-08-18,Masters 1000,Hard,Semifinals,Zverev A.,Sinner J.,Sinner J.,4,1,1,4
Western & Southern Financial Group Masters,2024-08-19,Masters 1000,Hard,Semifinals,Tiafoe F.,Rune H.,Tiafoe F.,27,16,27,16
Western & Southern Financial Group Masters,2024-08-19,Masters 1000,Hard,The Final,Tiafoe F.,Sinner J.,Sinner J.,27,1,1,27
US Open,2024-08-26,Grand Slam,Hard,1st Round,Nakashima B.,Rune H.,Nakashima B.,50,15,50,15
US Open,2024-08-26,Grand Slam,Hard,1st Round,Darderi L.,Baez S.,Baez S.,37,23,23,37
US Open,2024-08-27,Grand Slam,Hard,1st Round,De Minaur A.,Giron M.,De Minaur A.,10,46,10,46
US Open,2024-08-28,Grand Slam,Hard,1st Round,Sonego L.,Paul T.,Paul T.,48,14,14,48
US Open,2024-08-28,Grand Slam,Hard,2nd Round,Cerundolo F.,Etcheverry T.,Etcheverry T.,29,33,33,29
US Open,2024-08-28,Grand Slam,Hard,2nd Round,Popyrin A.,Martinez P.,Popyrin A.,28,43,28,43
US Open,2024-08-28,Grand Slam,Hard,2nd Round,Monfils G.,Ruud C.,Ruud C.,45,8,8,45
US Open,2024-08-29,Grand Slam,Hard,2nd Round,Fritz T.,Berrettini M.,Fritz T.,12,44,12,44
US Open,2024-08-29,Grand Slam,Hard,2nd Round,Machac T.,Korda S.,Machac T.,39,16,39,16
US Open,2024-08-29,Grand Slam,Hard,2nd Round,Thompson J.,Hurkacz H.,Thompson J.,32,7,32,7
US Open,2024-08-29,Grand Slam,Hard,2nd Round,Michelsen A.,Sinner J.,Sinner J.,49,1,1,49
US Open,2024-08-30,Grand Slam,Hard,3rd Round,Tiafoe F.,Shelton B.,Tiafoe F.,20,13,20,13
US Open,2024-08-30,Grand Slam,Hard,3rd Round,Lehecka J.,Rublev A.,Rublev A.,38,6,6,38
US Open,2024-08-30,Grand Slam,Hard,3rd Round,Dimitrov G.,Griekspoor T.,Dimitrov G.,9,40,9,40
US Open,2024-08-30,Grand Slam,Hard,3rd Round,Musetti L.,Nakashima B.,Nakashima B.,18,50,50,18
US Open,2024-08-31,Grand Slam,Hard,3rd Round,Popyrin A.,Djokovic N.,Popyrin A.,28,2,28,2
US Open,2024-08-31,Grand Slam,Hard,3rd Round,Etcheverry T.,Zverev A.,Zverev A.,33,4,4,33
US Open,2024-08-31,Grand Slam,Hard,3rd Round,Arnaldi M.,Thompson J.,Thompson J.,30,32,32,30
US Open,2024-09-01,Grand Slam,Hard,3rd Round,Cobolli F.,Medvedev D.,Medvedev D.,31,5,5,31
US Open,2024-09-01,Grand Slam,Hard,4th Round,Dimitrov G.,Rublev A.,Dimitrov G.,9,6,9,6
US Open,2024-09-01,Grand Slam,Hard,4th Round,Ruud C.,Fritz T.,Fritz T.,8,12,12,8
US Open,2024-09-01,Grand Slam,Hard,4th Round,Zverev A.,Nakashima B.,Zverev A.,4,50,4,50
US Open,2024-09-02,Grand Slam,Hard,4th Round,Popyrin A.,Tiafoe F.,Tiafoe F.,28,20,20,28
US Open,2024-09-02,Grand Slam,Hard,4th Round,Draper J.,Machac T.,Draper J.,25,39,25,39
US Open,2024-09-02,Grand Slam,Hard,4th Round,Borges N.,Medvedev D.,Medvedev D.,34,5,5,34
US Open,2024-09-02,Grand Slam,Hard,4th Round,De Minaur A.,Thompson J.,De Minaur A.,10,32,10,32
US Open,2024-09-03,Grand Slam,Hard,4th Round,Paul T.,Sinner J.,Sinner J.,14,1,1,14
US Open,2024-09-03,Grand Slam,Hard,Quarterfinals,Fritz T.,Zverev A.,Fritz T.,12,4,12,4
US Open,2024-09-04,Grand Slam,Hard,Quarterfinals,De Minaur A.,Draper J.,Draper J.,10,25,25,10
US Open,2024-09-05,Grand Slam,Hard,Quarterfinals,Sinner J.,Medvedev D.,Sinner J.,1,5,1,5
US Open,2024-09-06,Grand Slam,Hard,Semifinals,Draper J.,Sinner J.,Sinner J.,25,1,1,25
US Open,2024-09-07,Grand Slam,Hard,Semifinals,Fritz T.,Tiafoe F.,Fritz T.,12,20,12,20
US Open,2024-09-08,Grand Slam,Hard,The Final,Fritz T.,Sinner J.,Sinner J.,12,1,1,12
Chengdu Open,2024-09-22,ATP250,Hard,Quarterfinals,Musetti L.,Mannarino A.,Musetti L.,19,46,19,46
China Open,2024-09-26,ATP500,Hard,1st Round,Sonego L.,Mannarino A.,Mannarino A.,50,44,44,50
China Open,2024-09-26,ATP500,Hard,1st Round,Jarry N.,Sinner J.,Sinner J.,28,1,1,28
China Open,2024-09-26,ATP500,Hard,1st Round,Martinez P.,Lehecka J.,Lehecka J.,42,37,37,42
China Open,2024-09-26,ATP500,Hard,1st Round,Cobolli F.,Bublik A.,Cobolli F.,32,26,32,26
China Open,2024-09-27,ATP500,Hard,1st Round,Monfils G.,Medvedev D.,Medvedev D.,46,5,5,46
China Open,2024-09-28,ATP500,Hard,2nd Round,Medvedev D.,Mannarino A.,Medvedev D.,5,44,5,44
China Open,2024-09-29,ATP500,Hard,2nd Round,Khachanov K.,Cerundolo F.,Khachanov K.,27,31,27,31
China Open,2024-09-29,ATP500,Hard,2nd Round,Griekspoor T.,Alcaraz C.,Alcaraz C.,39,3,3,39
China Open,2024-09-30,ATP500,Hard,Quarterfinals,Khachanov K.,Alcaraz C.,Alcaraz C.,27,3,3,27
China Open,2024-09-30,ATP500,Hard,Quarterfinals,Medvedev D.,Cobolli F.,Medvedev D.,5,32,5,32
China Open,2024-09-30,ATP500,Hard,Quarterfinals,Lehecka J.,Sinner J.,Sinner J.,37,1,1,37
China Open,2024-10-01,ATP500,Hard,Semifinals,Medvedev D.,Alcaraz C.,Alcaraz C.,5,3,3,5
China Open,2024-10-02,ATP500,Hard,The Final,Sinner J.,Alcaraz C.,Alcaraz C.,1,3,3,1
Japan Open Tennis Championships,2024-09-25,ATP500,Hard,1st Round,Navone M.,Darderi L.,Navone M.,40,41,40,41
Japan Open Tennis Championships,2024-09-25,ATP500,Hard,1st Round,Hurkacz H.,Giron M.,Hurkacz H.,8,47,8,47
Japan Open Tennis Championships,2024-09-26,ATP500,Hard,1st Round,Paul T.,Arnaldi M.,Paul T.,13,33,13,33
Japan Open Tennis Championships,2024-09-26,ATP500,Hard,1st Round,Popyrin A.,Machac T.,Machac T.,23,34,34,23
Japan Open Tennis Championships,2024-09-26,ATP500,Hard,1st Round,Michelsen A.,Tsitsipas S.,Michelsen A.,49,12,49,12
Japan Open Tennis Championships,2024-09-26,ATP500,Hard,1st Round,Nakashima B.,Tiafoe F.,Nakashima B.,36,15,36,15
Japan Open Tennis Championships,2024-09-26,ATP500,Hard,1st Round,Rune H.,Tabilo A.,Rune H.,14,22,14,22
Japan Open Tennis Championships,2024-09-26,ATP500,Hard,1st Round,Fritz T.,Fils A.,Fils A.,7,24,24,7
Japan Open Tennis Championships,2024-09-26,ATP500,Hard,1st Round,Ruud C.,Thompson J.,Thompson J.,9,29,29,9
Japan Open Tennis Championships,2024-09-27,ATP500,Hard,2nd Round,Draper J.,Hurkacz H.,Draper J.,20,8,20,8
Japan Open Tennis Championships,2024-09-27,ATP500,Hard,2nd Round,Navone M.,Shelton B.,Shelton B.,40,17,17,40
Japan Open Tennis Championships,2024-09-27,ATP500,Hard,2nd Round,Humbert U.,Nakashima B.,Humbert U.,18,36,18,36
Japan Open Tennis Championships,2024-09-28,ATP500,Hard,2nd Round,Paul T.,Machac T.,Machac T.,13,34,34,13
Japan Open Tennis Championships,2024-09-29,ATP500,Hard,Quarterfinals,Michelsen A.,Machac T.,Machac T.,49,34,34,49
Japan Open Tennis Championships,2024-09-29,ATP500,Hard,Quarterfinals,Shelton B.,Fils A.,Fils A.,17,24,24,17
Japan Open Tennis Championships,2024-09-30,ATP500,Hard,Semifinals,Humbert U.,Machac T.,Humbert U.,18,34,18,34
Japan Open Tennis Championships,2024-09-30,ATP500,Hard,Semifinals,Rune H.,Fils A.,Fils A.,14,24,24,14
Japan Open Tennis Championships,2024-10-01,ATP500,Hard,The Final,Fils A.,Humbert U.,Fils A.,24,18,24,18
Shanghai Masters,2024-10-04,Masters 1000,Hard,2nd Round,Monfils G.,Baez S.,Monfils G.,46,26,46,26
Shanghai Masters,2024-10-05,Masters 1000,Hard,2nd Round,Michelsen A.,Djokovic N.,Djokovic N.,43,4,4,43
Shanghai Masters,2024-10-07,Masters 1000,Hard,2nd Round,Thompson J.,Griekspoor T.,Griekspoor T.,28,40,40,28
Shanghai Masters,2024-10-07,Masters 1000,Hard,2nd Round,Giron M.,Khachanov K.,Giron M.,47,25,47,25
Shanghai Masters,2024-10-07,Masters 1000,Hard,2nd Round,Rune H.,Berrettini M.,Rune H.,14,44,14,44
Shanghai Masters,2024-10-06,Masters 1000,Hard,3rd Round,Medvedev D.,Arnaldi M.,Medvedev D.,5,36,5,36
Shanghai Masters,2024-10-06,Masters 1000,Hard,3rd Round,Etcheverry T.,Sinner J.,Sinner J.,37,1,1,37
Shanghai Masters,2024-10-06,Masters 1000,Hard,3rd Round,Tabilo A.,Paul T.,Paul T.,23,13,13,23
Shanghai Masters,2024-10-08,Masters 1000,Hard,3rd Round,Humbert U.,Monfils G.,Monfils G.,15,46,46,15
Shanghai Masters,2024-10-08,Masters 1000,Hard,3rd Round,Dimitrov G.,Popyrin A.,Dimitrov G.,10,24,10,24
Shanghai Masters,2024-10-08,Masters 1000,Hard,3rd Round,Rune H.,Lehecka J.,Rune H.,14,34,14,34
Shanghai Masters,2024-10-08,Masters 1000,Hard,3rd Round,Cobolli F.,Djokovic N.,Djokovic N.,30,4,4,30
Shanghai Masters,2024-10-08,Masters 1000,Hard,3rd Round,Griekspoor T.,Zverev A.,Zverev A.,40,3,3,40
Shanghai Masters,2024-10-09,Masters 1000,Hard,4th Round,Sinner J.,Shelton B.,Sinner J.,1,16,1,16
Shanghai Masters,2024-10-09,Masters 1000,Hard,4th Round,Tsitsipas S.,Medvedev D.,Medvedev D.,12,5,5,12
Shanghai Masters,2024-10-09,Masters 1000,Hard,4th Round,Alcaraz C.,Monfils G.,Alcaraz C.,2,46,2,46
Shanghai Masters,2024-10-09,Masters 1000,Hard,4th Round,Paul T.,Machac T.,Machac T.,13,33,33,13
Shanghai Masters,2024-10-09,Masters 1000,Hard,4th Round,Fritz T.,Rune H.,Fritz T.,7,14,7,14
Shanghai Masters,2024-10-10,Masters 1000,Hard,Quarterfinals,Sinner J.,Medvedev D.,Sinner J.,1,5,1,5
Shanghai Masters,2024-10-10,Masters 1000,Hard,Quarterfinals,Alcaraz C.,Machac T.,Machac T.,2,33,33,2
Shanghai Masters,2024-10-12,Masters 1000,Hard,Semifinals,Sinner J.,Machac T.,Sinner J.,1,33,1,33
Shanghai Masters,2024-10-12,Masters 1000,Hard,Semifinals,Fritz T.,Djokovic N.,Djokovic N.,7,4,4,7
Shanghai Masters,2024-10-13,Masters 1000,Hard,The Final,Sinner J.,Djokovic N.,Sinner J.,1,4,1,4
European Open,2024-10-18,ATP250,Hard,Quarterfinals,Tsitsipas S.,Lehecka J.,Lehecka J.,11,33,33,11
European Open,2024-10-19,ATP250,Hard,Semifinals,Lehecka J.,Giron M.,Lehecka J.,33,47,33,47
Nordic Open,2024-10-14,ATP250,Hard,1st Round,Darderi L.,Berrettini M.,Berrettini M.,44,42,42,44
Nordic Open,2024-10-16,ATP250,Hard,2nd Round,Ruud C.,Sonego L.,Ruud C.,8,50,8,50
Nordic Open,2024-10-18,ATP250,Hard,Quarterfinals,Griekspoor T.,Ruud C.,Griekspoor T.,37,8,37,8
Nordic Open,2024-10-19,ATP250,Hard,Semifinals,Griekspoor T.,Dimitrov G.,Dimitrov G.,37,10,10,37
Nordic Open,2024-10-20,ATP250,Hard,The Final,Paul T.,Dimitrov G.,Paul T.,13,10,13,10
Swiss Indoors,2024-10-21,ATP500,Hard,1st Round,Borges N.,Rublev A.,Rublev A.,33,7,7,33
Swiss Indoors,2024-10-22,ATP500,Hard,1st Round,Shelton B.,Etcheverry T.,Shelton B.,23,36,23,36
Swiss Indoors,2024-10-22,ATP500,Hard,1st Round,Rune H.,Jarry N.,Rune H.,14,34,14,34
Swiss Indoors,2024-10-22,ATP500,Hard,1st Round,Cerundolo F.,Tsitsipas S.,Tsitsipas S.,30,11,11,30
Swiss Indoors,2024-10-23,ATP500,Hard,1st Round,Auger-Aliassime F.,Baez S.,Auger-Aliassime F.,19,26,19,26
Swiss Indoors,2024-10-23,ATP500,Hard,1st Round,Lehecka J.,Martinez P.,Martinez P.,28,39,39,28
Swiss Indoors,2024-10-23,ATP500,Hard,1st Round,Bautista Agut R.,Ruud C.,Bautista Agut R.,45,8,45,8
Swiss Indoors,2024-10-23,ATP500,Hard,2nd Round,Tabilo A.,Rublev A.,Rublev A.,21,7,7,21
Swiss Indoors,2024-10-24,ATP500,Hard,2nd Round,Martinez P.,Fils A.,Fils A.,39,20,20,39
Swiss Indoors,2024-10-24,ATP500,Hard,2nd Round,Auger-Aliassime F.,Mpetshi G.,Mpetshi G.,19,50,50,19
Swiss Indoors,2024-10-25,ATP500,Hard,Quarterfinals,Fils A.,Tsitsipas S.,Fils A.,20,11,20,11
Swiss Indoors,2024-10-25,ATP500,Hard,Quarterfinals,Rublev A.,Shelton B.,Shelton B.,7,23,23,7
Swiss Indoors,2024-10-26,ATP500,Hard,Semifinals,Shelton B.,Fils A.,Shelton B.,23,20,23,20
Swiss Indoors,2024-10-26,ATP500,Hard,Semifinals,Rune H.,Mpetshi G.,Mpetshi G.,14,50,50,14
Swiss Indoors,2024-10-27,ATP500,Hard,The Final,Mpetshi G.,Shelton B.,Mpetshi G.,50,23,50,23
Vienna Open,2024-10-22,ATP500,Hard,1st Round,De Minaur A.,Struff J.L.,De Minaur A.,10,40,10,40
Vienna Open,2024-10-22,ATP500,Hard,1st Round,Michelsen A.,Giron M.,Giron M.,43,48,48,43
Vienna Open,2024-10-22,ATP500,Hard,1st Round,Sonego L.,Musetti L.,Musetti L.,49,17,17,49
Vienna Open,2024-10-23,ATP500,Hard,1st Round,Zhang Zh.,Dimitrov G.,Dimitrov G.,46,9,9,46
Vienna Open,2024-10-23,ATP500,Hard,1st Round,Nakashima B.,Paul T.,Nakashima B.,38,12,38,12
Vienna Open,2024-10-23,ATP500,Hard,2nd Round,Giron M.,Zverev A.,Zverev A.,48,3,3,48
Vienna Open,2024-10-23,ATP500,Hard,2nd Round,Berrettini M.,Tiafoe F.,Berrettini M.,41,15,41,15
Vienna Open,2024-10-24,ATP500,Hard,2nd Round,Draper J.,Darderi L.,Draper J.,18,42,18,42
Vienna Open,2024-10-24,ATP500,Hard,2nd Round,Dimitrov G.,Machac T.,Machac T.,9,27,27,9
Vienna Open,2024-10-24,ATP500,Hard,2nd Round,Khachanov K.,Nakashima B.,Khachanov K.,24,38,24,38
Vienna Open,2024-10-25,ATP500,Hard,Quarterfinals,Machac T.,Draper J.,Draper J.,27,18,18,27
Vienna Open,2024-10-25,ATP500,Hard,Quarterfinals,Musetti L.,Zverev A.,Musetti L.,17,3,17,3
Vienna Open,2024-10-25,ATP500,Hard,Quarterfinals,Berrettini M.,Khachanov K.,Khachanov K.,41,24,24,41
Vienna Open,2024-10-26,ATP500,Hard,Semifinals,Musetti L.,Draper J.,Draper J.,17,18,18,17
Vienna Open,2024-10-26,ATP500,Hard,Semifinals,Khachanov K.,De Minaur A.,Khachanov K.,24,10,24,10
Vienna Open,2024-10-27,ATP500,Hard,The Final,Khachanov K.,Draper J.,Draper J.,24,18,18,24
BNP Paribas Masters,2024-10-28,Masters 1000,Hard,1st Round,Griekspoor T.,Darderi L.,Griekspoor T.,39,43,39,43
BNP Paribas Masters,2024-10-28,Masters 1000,Hard,1st Round,Martinez P.,Thompson J.,Thompson J.,41,28,28,41
BNP Paribas Masters,2024-10-28,Masters 1000,Hard,1st Round,Zhang Zh.,Etcheverry T.,Etcheverry T.,47,40,40,47
BNP Paribas Masters,2024-10-28,Masters 1000,Hard,1st Round,Nakashima B.,Humbert U.,Humbert U.,35,18,18,35
BNP Paribas Masters,2024-10-28,Masters 1000,Hard,1st Round,Tabilo A.,Borges N.,Tabilo A.,22,34,22,34
BNP Paribas Masters,2024-10-29,Masters 1000,Hard,1st Round,Struff J.L.,Musetti L.,Struff J.L.,42,16,42,16
BNP Paribas Masters,2024-10-29,Masters 1000,Hard,1st Round,Hurkacz H.,Michelsen A.,Michelsen A.,14,44,44,14
BNP Paribas Masters,2024-10-29,Masters 1000,Hard,1st Round,Berrettini M.,Popyrin A.,Popyrin A.,36,24,24,36
BNP Paribas Masters,2024-10-29,Masters 1000,Hard,1st Round,Mpetshi G.,Tiafoe F.,Mpetshi G.,31,17,31,17
BNP Paribas Masters,2024-10-29,Masters 1000,Hard,1st Round,Rune H.,Arnaldi M.,Rune H.,13,38,13,38
BNP Paribas Masters,2024-10-29,Masters 1000,Hard,1st Round,De Minaur A.,Navone M.,De Minaur A.,10,45,10,45
BNP Paribas Masters,2024-10-29,Masters 1000,Hard,1st Round,Draper J.,Lehecka J.,Draper J.,15,30,15,30
BNP Paribas Masters,2024-10-29,Masters 1000,Hard,2nd Round,Rublev A.,Cerundolo F.,Cerundolo F.,7,29,29,7
BNP Paribas Masters,2024-10-29,Masters 1000,Hard,2nd Round,Alcaraz C.,Jarry N.,Alcaraz C.,2,37,2,37
BNP Paribas Masters,2024-10-29,Masters 1000,Hard,2nd Round,Tabilo A.,Tsitsipas S.,Tsitsipas S.,22,11,11,22
BNP Paribas Masters,2024-10-29,Masters 1000,Hard,2nd Round,Thompson J.,Ruud C.,Thompson J.,28,8,28,8
BNP Paribas Masters,2024-10-30,Masters 1000,Hard,2nd Round,Etcheverry T.,Dimitrov G.,Dimitrov G.,40,9,9,40
